v	ID	###	Noun base	Verb base	PROPERTIES	group	trans?	object	argument	locative argument	weak / optional argument	Examples: Positive	Examples: Negative + Question	NEGATIVE examples: should NOT match	Noun examples	GROUPS + COMMENTS + NOTES		DISTRACTORS
					*CONCEPTS*													
	636			nukuttaa			Transitive	HEAD:Noun + Case:Partitive				Minua nukuttaa vielä.						
					*CONCEPTS*			Syntax-tunnekausatiivi-object										
	634			nuhdella			Transitive	HEAD:Noun + Case:Partitive	HEAD:Noun + Case:Elative			Äiti nuhteli Ossia huolimattomuudesta.						
					*CONCEPTS*													
	602			nähdä			Transitive	POS:Verb + INF_FORM:Inf-A + Case:Lative					Näetkö lukea tässä valossa?					
					*CONCEPTS*													
	603			nähdä			Transitive	HEAD:Noun + Case:Objective	HEAD:Noun + Case:Elative			Oletko nähnyt tämän elokuvan? // Kellosta näkee ajan. // Hän näkee kaiken mustana. 		Nähdä tulevaisuuteen.				
					*CONCEPTS*													
	603			nähdä			Transitive	että-lause	HEAD:Noun + Case:Elative			Näin lehdestä, että hän on kuollut.  //  Hänestä näkee, että hän on sairas. // Näen koirista että ne voivat hyvin						
					*CONCEPTS*													
	604			nähdä			Transitive	että-lause				Näen, että voit huonosti.						
					*CONCEPTS*													
	605			näkyä			Intransitive	—	HEAD:Noun + Case:Inessive / HEAD:Noun + Case:Adessive									
					*CONCEPTS*													
	606			näkyä			Intransitive	—	HEAD:Noun + Case:Elative / HEAD:Noun + Case:Ablative									
					*CONCEPTS*													
	607			näkyä			Intransitive	—	HEAD:Noun + Case:Illative / HEAD:Noun + Case:Allative									
					*CONCEPTS*													
	614			näytellä			Transitive	HEAD:Noun + Case:Objective		HEAD:Noun + Case:Inessive / HEAD:Noun + Case:Adessive		Hän on näytellyt Romeon roolin Kansallisteatterissa.	Hän on näytellyt mm. Romeota ja Hamletia.					
					*CONCEPTS*													
	615			näytellä			Intransitive	–	HEAD:Noun + Case:Inessive / HEAD:Noun + Case:Adessive				Hän on näytellyt teatterissa.  //  Hän on näytellyt pienellä näyttämöllä.					
					*CONCEPTS*													
	616		näyttö	näyttää		OMISTAMINEN	Transitive	HEAD:Noun + Case:Objective	HEAD:Noun + Case:Allative			Minä näytän sinulle kotini.	Näytä minulle, missä talossa asut.					
					*CONCEPTS*				syntax-allative-omistaminen									
	617			näyttää			Transitive	että-lause				Näytän heille, että olen oikeassa.						
					*CONCEPTS*													
	618	2.4		näyttää		AISTI	Intransitive	—	HEAD:Noun + Case:Ablative / POS:Adjective + Case:Ablative			Raikas ruoka näytti hyvältä						
					*CONCEPTS*				Syntax-ablatiivi-aisti									
	637			odottaa			Transitive	HEAD:Noun + Case:Partitive				Odotin palkkaani kaksi viikkoa.	Voitko odottaa minua hetken?					
					*CONCEPTS*													
	638			odottaa			Transitive	HEAD:Noun + Case:Partitive	HEAD:Noun + Case:Inessive / HEAD:Noun + Case:Adessive									
					*CONCEPTS*													
	639			ohittaa			Transitive	HEAD:Noun + Case:Objective			HEAD:Noun + Case:Inessive	Kuljettaja ohitti bussin.	Risteyksessä ei saa ohittaa toista autoa.					
					*CONCEPTS*													
	640			ohittaa			Transitive	HEAD:Noun + Case:Objective		HEAD:Noun + Case:Ablative / HEAD:Noun + Case:Elative			Kummalta puolelta ohitetaan?					
					*CONCEPTS*													
	641			oikeuttaa			Intransitive	–	HEAD:Noun + Case:Illative			Lippu oikeuttaa edestakaiseen matkaan.	Lippu oikeuttaa edestakaiseen matkaan.					
					*CONCEPTS*													
	642			oikeuttaa			Intransitive	–	POS:Verb + INF_FORM:Inf-Ma + Case:Illative			Lippu oikeuttaa matkustamaan raitiovaunuilla tunnin ajan.						
					*CONCEPTS*													
	643			ojentaa		OMISTAMINEN	Transitive	HEAD:Noun + Case:Objective	HEAD:Noun + Case:Allative			Ojensin hänelle käden.						
					*CONCEPTS*				syntax-allative-omistaminen									
	644			oksettaa			Transitive	HEAD:Noun + Case:Partitive				Häntä oksettaa.						
					*CONCEPTS*			Syntax-tunnekausatiivi-object										
	645			olettaa			Transitive	että-lause				Oletan, että te kaikki tiedätte tämän.						
					*CONCEPTS*													
	646			olla			Intransitive	—	HEAD:Noun + Case:Inessive / HEAD:Noun + Case:Adessive									
					*CONCEPTS*													
	647			olla			Intransitive	—	POS:Verb + INF_FORM:Inf-Ma + Case:Inessive			Olin kirjastossa lukemassa.						
					*CONCEPTS*													
	648			olla			Intransitive	—	POS:Verb + INF_FORM:Inf-Ma + Case:Abessive			Hän pääti olla piittaamatta kriitikoiden sanoista.	En voi olla syömättä suklaata.					
					*CONCEPTS*													
	649			omistautua		OMISTAMINEN	Intransitive	—	HEAD:Noun + Case:Allative			Hän omistautui vain työlleen.						
					*CONCEPTS*				syntax-allative-omistaminen									
	650			onnistaa			Transitive	HEAD:Noun + Case:Partitive				Mikkoa onnisti: hän sai apurahan.						
					*CONCEPTS*													
	651			onnistaa			Transitive	HEAD:Noun + Case:Partitive	HEAD:Noun + Case:Inessive			Jannea onnisti työnhaussa.						
					*CONCEPTS*													
	652			onnistua			Intransitive	—	HEAD:Noun + Case:Inessive			Onnistuin tentissä.						
					*CONCEPTS*													
	653	4.8		onnistua			Intransitive	–	POS:Verb + INF_FORM:Inf-Ma + Case:Illative			Onnistuin saamaan liput.						
					*CONCEPTS*													
	655	2.6		onnitella			Transitive	HEAD:Noun + Case:Partitive				Onnittelimme isoäitiä hänen syntymäpäivänään.						
					*CONCEPTS*													
	656			onnitella			Transitive	HEAD:Noun + Case:Partitive	HEAD:Noun + Case:Elative			Onnittelen teitä hyvin tehdystä työstä.						
					*CONCEPTS*													
	657			opastaa			Transitive	HEAD:Noun + Case:Objective	HEAD:Noun + Case:Illative / HEAD:Noun + Case:Allative			Hän opasti turistin hotelliin.						
					*CONCEPTS*													
	658			opastaa			Transitive	HEAD:Noun + Case:Objective	HEAD:Noun + Case:Illative / HEAD:Noun + Case:Allative	POS:Verb + INF_FORM:Inf-Ma + Case:Illative		Hän opasti vieraat ruokasaliin istumaan.						
					*CONCEPTS*													
	659			opastaa			Transitive	! HEAD:Noun + Case:Partitive	! HEAD:Noun + Case:Inessive			Hän opastaa minua tietokoneen käytössä.						
					*CONCEPTS*													
	660			opetella			Transitive	HEAD:Noun + Case:Objective				Lapsi opettelee aakkoset.						
					*CONCEPTS*													
	661			opetella			Intransitive	–	POS:Verb + INF_FORM:Inf-Ma + Case:Illative			Lapsi opettelee kävelemään.						
					*CONCEPTS*													
	662			opettaa		OMISTAMINEN	Transitive	HEAD:Noun + Case:Partitive	HEAD:Noun + Case:Allative			hän opettaa ensiluokkalaisia.	opetan heitä tavoille			different patterns!		
					*CONCEPTS*				syntax-allative-omistaminen									
	663			opettaa		OMISTAMINEN	Transitive	HEAD:Noun + Case:Partitive	HEAD:Noun + Case:Allative			opetan niille vähän tapoja!	Kuka opettaa teille suomea?			different patterns!		
					*CONCEPTS*				syntax-allative-omistaminen									
	664			opettaa			Transitive	HEAD:Noun + Case:Objective	POS:Verb + INF_FORM:Inf-Ma + Case:Illative			Hän opetti minua ajamaan.						
					*CONCEPTS*													
	665			opiskella			Transitive	HEAD:Noun + Case:Partitive				Opiskelemme suomea.						
					*CONCEPTS*													
	666			opiskella			Intransitive	—		HEAD:Noun + Case:Inessive / HEAD:Noun + Case:Adessive		Hän opiskelee Helsingin yliopistossa.  //  Hän opiskelee Tampereella.						
					*CONCEPTS*													
	667			opiskella			Intransitive	—	HEAD:Noun-ONLY + Case:Translative			Hän opiskelee sairaanhoitajaksi.						
					*CONCEPTS*													
	668			oppia			Transitive	HEAD:Noun + Case:Objective				Hän oppii suomen kielen nopeasti.						
					*CONCEPTS*													
	669			oppia			Intransitive	–	POS:Verb + INF_FORM:Inf-Ma + Case:Illative			Hän oppii puhumaan suomea.						
					*CONCEPTS*													
	670			oppia			Intransitive	—	HEAD:Noun + Case:Elative			Toivottavasti hän oppii virheistään.						
					*CONCEPTS*													
	671	2.7		osallistua			Intransitive	—	HEAD:Noun + Case:Illative / HEAD:Noun + Case:Allative			En voinut osallistua kokoukseen.  // Osallistuin luennoille säännöllisesti						
					*CONCEPTS*													
	672			osata			Transitive	POS:Verb + INF_FORM:Inf-A + Case:Lative				hän osaa puhua ranskaa.	En osaa puhua suomea.					
					*CONCEPTS*													
	673			osata			Transitive	HEAD:Noun + Case:Objective				Hän osaa ranskaa.						
					*CONCEPTS*													
	674	4.8		osoittaa		OMISTAMINEN	Transitive	HEAD:Noun + Case:Objective	HEAD:Noun + Case:Illative / HEAD:Noun + Case:Allative			Hän osoitti myyjää aseella // osoitti varkaan poliisille						
					*CONCEPTS*				Syntax-allative-omistaminen									
	675			osoittaa			Transitive	HEAD:Noun + Case:Objective	HEAD:Noun-ONLY + Case:Translative / POS:Adjective + Case:Translative			Hän osoitti väitteen vääräksi.	Pystytkö osoittamaan väitteen vääräksi?			(= todistamaan)		
					*CONCEPTS*													
	676			osoittaa			Transitive	että-lause				Hän osoitti, että Saara oli väärässä.						
					*CONCEPTS*													
	677			osoittautua			Intransitive	—	HEAD:Noun-ONLY + Case:Translative / POS:Adjective + Case:Translative			Tehtävä osoittautui helpoksi.						
					*CONCEPTS*													
	678			ostaa		OMISTAMINEN	Transitive	HEAD:Noun + Case:Objective	HEAD:Noun + Case:Elative / HEAD:Noun + Case:Ablative	HEAD:Noun + Case:Allative		ostin koiran tyttärelleni						
					*CONCEPTS*					Syntax-allative-omistaminen								
	679			osua			Intransitive	—	HEAD:Noun + Case:Illative			Pallo osui ikkunaan.						
					*CONCEPTS*													
	680			osua			Transitive	! HEAD:Noun + Case:Partitive	! HEAD:Noun + Case:Illative			Laukaus osui miestä jalkaan.						
					*CONCEPTS*													
	681			ottaa			Transitive	HEAD:Noun + Case:Objective	HEAD:Noun + Case:Elative / HEAD:Noun + Case:Ablative									
					*CONCEPTS*													
	682			ottaa			Transitive	HEAD:Noun + Case:Objective	HEAD:Noun + Case:Illative / HEAD:Noun + Case:Allative									
					*CONCEPTS*				Syntax-allative-omistaminen									
	691			paeta			Transitive	HEAD:Noun + Case:Partitive				Mies pakeni poliisia.						
					*CONCEPTS*													
	692			paeta			Intransitive	—	HEAD:Noun + Case:Elative / HEAD:Noun + Case:Ablative									
					*CONCEPTS*													
	693			paeta			Intransitive	—	HEAD:Noun + Case:Illative / HEAD:Noun + Case:Allative									
					*CONCEPTS*													
	694			paheksua			Transitive	HEAD:Noun + Case:Partitive				Kaikki paheksuvat tupakanpolttoa.						
					*CONCEPTS*													
	695			pahentaa			Transitive	HEAD:Noun + Case:Partitive				Käytöksesi vain pahensi asiaa.						
					*CONCEPTS*													
	696			paijata			Transitive	HEAD:Noun + Case:Partitive				Ville paijaa kissaa.						
					*CONCEPTS*													
	697		paino	painaa			Transitive	HEAD:Noun + Case:Partitive				Rahahuolet painavat mieltäni.						
					*CONCEPTS*													
	698			painaa			Transitive	HEAD:Noun + Case:Objective	HEAD:Noun + Case:Illative / HEAD:Noun + Case:Allative									
					*CONCEPTS*													
	699			painostaa			Transitive	HEAD:Noun + Case:Partitive	POS:Verb + INF_FORM:Inf-Ma + Case:Illative			Hän yritti painostaa minua autokaupasa myymään auton halvalla.				Obj + V + mAAn	NO: object=Part	
					*CONCEPTS*													
	700			painottaa			Transitive	HEAD:Noun + Case:Partitive				Painotan seuraavaa asiaa.	Haluan painottaaa seuravaa asiaa.					
					*CONCEPTS*													
	701			painottua			Intransitive	—	HEAD:Noun + Case:Illative			Kurssi painottuu puhekielen opetukseen.						
					*CONCEPTS*													
	702			painua			Intransitive	—	HEAD:Noun + Case:Illative / HEAD:Noun + Case:Allative			Aurinko painui horisonttiin.						
					*CONCEPTS*													
	703		pakkaus	pakata			Transitive	HEAD:Noun + Case:Objective	HEAD:Noun + Case:Illative			Pakkasin tavarat matkalaukkuun.						
					*CONCEPTS*													
	704			pakottaa			Transitive	HEAD:Noun + Case:Objective	HEAD:Noun + Case:Illative / HEAD:Noun + Case:Allative			Poliisi pakotti mielenosoittajat autoon.						
					*CONCEPTS*													
	705			pakottaa			Transitive	HEAD:Noun + Case:Objective	POS:Verb + INF_FORM:Inf-Ma + Case:Illative			Pakotan lapsen syömään lautasen tyhjäksi.						
					*CONCEPTS*													
	709			palauttaa			Transitive	HEAD:Noun + Case:Objective		HEAD:Noun + Case:Illative / HEAD:Noun + Case:Allative		Hän palautti kirjan minulle.	Kirjat täytyy palauttaa kirjastoon.					
					*CONCEPTS*													
	706			palata			Intransitive	—	HEAD:Noun + Case:Elative / HEAD:Noun + Case:Ablative			Hän palasi opiskelemasta.						
					*CONCEPTS*													
	707			palata			Intransitive	—	HEAD:Noun + Case:Illative / HEAD:Noun + Case:Allative			Hän palasi kouluun pitkän tauon jälkeen.						
					*CONCEPTS*													
	708			palata			Intransitive	—	POS:Verb + INF_FORM:Inf-Ma + Case:Illative			Hän palasi kotimaahan opiskelemaan.						
					*CONCEPTS*													
	710			palkata			Transitive	HEAD:Noun + Case:Objective	POS:Verb + INF_FORM:Inf-Ma + Case:Illative			Hän palkkasi minut auttamaan teitä.						
					*CONCEPTS*													
	711		palkinto	palkita			Transitive	HEAD:Noun + Case:Objective	HEAD:Noun + Case:Elative			He palkitsivat hänet hyvästä työstä.						
					*CONCEPTS*													
	712			paloitella			Transitive	HEAD:Noun + Case:Objective	HEAD:Noun-ONLY + Case:Translative			Paloittelemme lihan isoiksi kuutioiksi.						
					*CONCEPTS*													
	713		palvelu	palvella			Transitive	HEAD:Noun + Case:Partitive				Myyjä palveli minua ystävällisesti.						
					*CONCEPTS*													
	714			palvoa			Transitive	HEAD:Noun + Case:Partitive				Esi-isät palvoivat aurinkoa.						
					*CONCEPTS*													
	715			paneutua			Intransitive	—	HEAD:Noun + Case:Illative			En jaksa paneutua yksityiskohtiin.						
					*CONCEPTS*													
	716			panna			Transitive	HEAD:Noun + Case:Objective	HEAD:Noun + Case:Illative / HEAD:Noun + Case:Allative	HEAD:Noun + Case:Elative / HEAD:Noun + Case:Ablative		Äiti pani pahvit kierrätykseen roskakorista. // Äiti pani vaatteet hengarille lattialta.						
					*CONCEPTS*													
	717			panna			Transitive	HEAD:Noun + Case:Objective	POS:Verb + INF_FORM:Inf-Ma + Case:Illative			Aupair pani lapset nukkumaan.						
					*CONCEPTS*													
	718			parantua			Intransitive	—	HEAD:Noun + Case:Elative			Olen jo parantunut flunssasta.						
					*CONCEPTS*													
	720			parkkeerata			Transitive	HEAD:Noun + Case:Objective	HEAD:Noun + Case:Illative / HEAD:Noun + Case:Allative			Mies parkkeerasi auton takapuhalle.				(= pysäköidä)		
					*CONCEPTS*													
	721			parodioida			Transitive	HEAD:Noun + Case:Partitive				Kirjailija parodioi kansallisrunoilijan tyyliä.						
					*CONCEPTS*													
	722			pelastaa			Transitive	HEAD:Noun + Case:Objective		HEAD:Noun + Case:Elative		Pelasti tilanteen nokkeluudellaan.	Palomiehet pelastivat kaikki 5 miestä palavasta talosta.					
					*CONCEPTS*													
	723			pelastaa			Transitive	HEAD:Noun + Case:Objective	POS:Verb + INF_FORM:Inf-Ma + Case:Elative			Hän pelasti miehen joutumasta vaikeuksiin.						
					*CONCEPTS*													
	724			pelastua			Intransitive	—	HEAD:Noun + Case:Elative			Miehet pelastuivat palavasta talosta.						
					*CONCEPTS*													
	725			pelastua			Intransitive	—	POS:Verb + INF_FORM:Inf-Ma + Case:Elative			Mies pelastui joutumasta vankilaan.						
					*CONCEPTS*													
	728			pelata			Transitive	HEAD:Noun + Case:Partitive	HEAD:Noun + Case:Inessive / HEAD:Noun + Case:Adessive			Hän pelasi omaan pussiin. 						
					*CONCEPTS*													
	731			pelotella		KEINO/VÄLINE 	Transitive	HEAD:Noun + Case:Partitive	HEAD:Noun + Case:Adessive			Tyttö pelotteli poikaa kummitusjutuilla.	Pojat yrittivät pelotella tyttöjä kummitusjutuilla.					
					*CONCEPTS*				Syntax-adessiivi-keino-väline									
	732			pelottaa			Transitive	HEAD:Noun + Case:Partitive				Ukonilma pelottaa minua.						
					*CONCEPTS*			Syntax-tunnekausatiivi-object										
	733			pelottaa			Transitive	HEAD:Noun + Case:Partitive	Subject=POS:Verb + INF_FORM:Inf-A + Case:Lative			Minua pelottaa mennä kellariin.						
					*CONCEPTS*			Syntax-tunnekausatiivi-object										
	726			pelästyä			Transitive	HEAD:Noun + Case:Partitive				Kaikki pelästyivät kovaa huutoa.				INTR?		
					*CONCEPTS*													
	727			pelästyä			Intransitive	–	HEAD:Noun + Case:Elative			Mies pelästyi varoituksista.	Pelästyin lääkärin varoituksista ja lopetin tupakanpolton.					
					*CONCEPTS*													
	729			pelätä			Transitive	HEAD:Noun + Case:Partitive				Pelkään pimeää.						
					*CONCEPTS*													
	730			pelätä			Transitive	POS:Verb + INF_FORM:Inf-A + Case:Lative				Hän pelkää jäädä yksin kotiin.						
					*CONCEPTS*													
	734			perehtyä			Intransitive	—	HEAD:Noun + Case:Illative			En ole vielä ehtinyt perehtyä asiaan.						
					*CONCEPTS*													
	735			periä		LÄHDE	Transitive	HEAD:Noun + Case:Objective	HEAD:Noun + Case:Ablative			Hän peri talon vanhemmiltaan.						
					*CONCEPTS*				Syntax-ablatiivi-lähde									
	736			periä			Transitive	HEAD:Noun + Case:Partitive	HEAD:Noun + Case:Elative			Pankki perii korkoa lainasta.	Pankki perii lainasta korkoa.					
					*CONCEPTS*													
	737	4.8		perustaa			Transitive	HEAD:Noun + Case:Objective	HEAD:Noun + Case:Illative / HEAD:Noun + Case:Allative			Kaupunki perustaa uuden koulun Tikkurilaan.						
					*CONCEPTS*													
	738	4.8		perustua			Intransitive	—	HEAD:Noun + Case:Illative			Mihin väitteesi perustuu?						
					*CONCEPTS*													
	739			petkuttaa			Transitive	HEAD:Noun + Case:Partitive	HEAD:Noun + Case:Inessive			Hän petkutti minua asuntokaupassa.						
					*CONCEPTS*													
	741			pettyä			Intransitive	—	HEAD:Noun + Case:Illative			Petyin häneen.						
					*CONCEPTS*													
	740			pettää			Transitive	HEAD:Noun + Case:Partitive		HEAD:Noun + Case:Inessive		Hän petti minua asuntokaupassa.						
					*CONCEPTS*													
	742			piileskellä			Transitive	HEAD:Noun + Case:Partitive	HEAD:Noun + Case:Inessive / HEAD:Noun + Case:Adessive			Hiiri piileskeli kolossaan // Toimitusjohtaja piileskeli huvilallaan.						
					*CONCEPTS*													
	743			piilottaa			Transitive	HEAD:Noun + Case:Objective	HEAD:Noun + Case:Illative / HEAD:Noun + Case:Allative			Varas piilotti saaliinsa maakuoppaan. // Varas piilotti veneen luodolle.						
					*CONCEPTS*													
	744			piilottaa		EPÄTOIVOTTU-K	Transitive	HEAD:Noun + Case:Objective	HEAD:Noun + Case:Ablative			Äiti piilotti joululahjat lapsilta.						
					*CONCEPTS*				Syntax-ablative-epatoivottu-katsoja									
	745			piiloutua			Intransitive	—	HEAD:Noun + Case:Illative / HEAD:Noun + Case:Allative			Varas piiloutui maakuoppaan. // Varas piiloutui luodolle.						
					*CONCEPTS*													
	746			piiloutua		EPÄTOIVOTTU-K	Intransitive	—	HEAD:Noun + Case:Ablative			Greta Garbo piiloutui julkisuudelta.						
					*CONCEPTS*				Syntax-ablative-epatoivottu-katsoja									
	747			piirtää			Transitive	HEAD:Noun + Case:Objective	HEAD:Noun + Case:Illative / HEAD:Noun + Case:Allative			Lapsi piirsi vihkoonsa. // Lapsi piirsi seinille.						
					*CONCEPTS*													
	748			pilailla			Intransitive	—	HEAD:Noun + Case:Elative			Älä pilaile vakavista asioista!						
					*CONCEPTS*													
	749			pilkata			Transitive	HEAD:Noun + Case:Partitive				Hän pilkkaa minua.						
					*CONCEPTS*													
	750			pilkkoa			Transitive	HEAD:Noun + Case:Objective	HEAD:Noun-ONLY + Case:Translative			Pilkoin omenat pieniksi paloiksi.						
					*CONCEPTS*													
	751			pilkkoa			Transitive	HEAD:Noun + Case:Objective		HEAD:Noun + Case:Illative		Pilkoin omenat ja kurkut salaattiin.						
					*CONCEPTS*													
	752			pinota			Transitive	HEAD:Noun + Case:Objective	HEAD:Noun + Case:Illative / HEAD:Noun + Case:Allative			Äiti pinosi laatikot kaappiin. // Äiti pinosi kukkaruukut terassille.						
					*CONCEPTS*													
	754			piristyä			Intransitive	—	HEAD:Noun + Case:Elative			Mari piristyi matkasta kovasti.						
					*CONCEPTS*													
	753			piristää			Transitive	HEAD:Noun + Case:Partitive				Matka piristi häntä kovasti.						
					*CONCEPTS*													
	757			pistäytyä			Intransitive	—	HEAD:Noun + Case:Inessive / HEAD:Noun + Case:Adessive			Etsivä pistäytyi pubissa. // Etsivä pistäytyi korjaamolla. 				(= käyn)		
					*CONCEPTS*													
	758			pistäytyä			Intransitive	—	POS:Verb + INF_FORM:Inf-Ma + Case:Inessive			Pistäydyin torilla ostamassa kalaa.						
					*CONCEPTS*													
	755			pistää			Transitive	HEAD:Noun + Case:Partitive	HEAD:Noun + Case:Illative			Ampiainen pisti lasta poskeen.	Ampiainen pisti häntä poskeen.					
					*CONCEPTS*													
	756			pistää			Transitive	HEAD:Noun + Case:Objective	HEAD:Noun + Case:Illative / HEAD:Noun + Case:Allative			Työntekijä pisti kirjan laatikkoon.						
					*CONCEPTS*													
	759	2.4		pitää		(+minen)	Intransitive	—	HEAD:Noun + Case:Elative			Kalle pitää laulamisesta. // Pidän ruoan tekemisestä.	Pidän Liisasta.			(= tykkään)		
					*CONCEPTS*													
	761			pitää			Transitive	! HEAD:Noun + Case:Partitive	! HEAD:Noun + Case:Essive			Liisa pitää Jussia mukavana miehenä.  //  Pidätkö minua tyhmänä?				!!! mark obligatory arguments		
					*CONCEPTS*													
	761			pitää			Transitive	! HEAD:Noun + Case:Accusative	! HEAD:Noun + Case:Essive			Liisa pitää kissan tyytyväisenä.  //  Pidätkö minut nälkäisenä?				!!! mark obligatory arguments		
					*CONCEPTS*													
	762			pohtia			Transitive	HEAD:Noun + Case:Partitive				He pohtivat ongelmaa pari päivää.						
					*CONCEPTS*													
	763			poiketa			Intransitive	—	HEAD:Noun + Case:Elative / HEAD:Noun + Case:Ablative			Elokuva poikkesi romaanista monessa kohtaa. // Mies poikkesi kaidalta polulta.						
					*CONCEPTS*													
	764			poiketa			Intransitive	—	HEAD:Noun + Case:Inessive / HEAD:Noun + Case:Adessive			Isä poikkesi kaupassa. // Äiti poikkesi autokorjaamolla. 				(= pistäydyn, käyn)		
					*CONCEPTS*													
	765			poiketa			Intransitive	—	HEAD:Noun + Case:Inessive / HEAD:Noun + Case:Adessive	POS:Verb + INF_FORM:Inf-Ma + Case:Inessive		Poikkesin sairaalassa katsomassa isoäitiäni.						
					*CONCEPTS*													
	766			poistaa			Transitive	HEAD:Noun + Case:Objective	HEAD:Noun + Case:Elative / HEAD:Noun + Case:Ablative			Poika poisti tahran / Poika poisti tahran puserosta.						
					*CONCEPTS*													
	767			poistua			Intransitive	—	HEAD:Noun + Case:Elative / HEAD:Noun + Case:Ablative			Mies poistui junasta.						
					*CONCEPTS*													
	768			pommittaa			Transitive	HEAD:Noun + Case:Partitive				Lentokoneet pommittivat kaupunkia koko yön.						
					*CONCEPTS*													
	769			protestoida			Intransitive	—	HEAD:PostPosition + Base:vastaan + Gov_Case:Partitive			Hän protestoi päätöstä vastaan.						
					*CONCEPTS*													
	770			protestoida			Transitive	HEAD:Noun + Case:Partitive				Hän protestoi päätöstä.						
					*CONCEPTS*													
	771			pudota			Intransitive	—	HEAD:Noun + Case:Illative / HEAD:Noun + Case:Allative	HEAD:Noun + Case:Elative / HEAD:Noun + Case:Ablative		Hän putosi veneestä veteen.	Lasi putosi pöydältä lattialle.					
					*CONCEPTS*													
	772			pudottaa			Transitive	HEAD:Noun + Case:Objective	HEAD:Noun + Case:Illative / HEAD:Noun + Case:Allative	HEAD:Noun + Case:Elative / HEAD:Noun + Case:Ablative		Pudotin kirjeen kädestäni postilaatikkoon.	Pudotin kirjeen pöydältä lattialle.					
					*CONCEPTS*													
	773			puhaltaa			Intransitive	—	HEAD:Noun + Case:Illative			Äiti puhalsi lapsen sormeen.						
					*CONCEPTS*													
	774			puhaltaa			Transitive	HEAD:Noun + Case:Partitive				Äiti puhalsi lapsen sormea.						
					*CONCEPTS*													
	775			puhdistaa			Transitive	HEAD:Noun + Case:Objective	HEAD:Noun + Case:Elative			Poika puhdistaa kengät kurasta.	Puhdista kengät kurasta ulkona!					
					*CONCEPTS*													
	776			puhjeta			Intransitive	—	HEAD:Noun + Case:Illative / HEAD:Noun + Case:Allative			Lehdet puhkesivat puihin.	Lapselle puhkesi paha allergia.					
					*CONCEPTS*													
	777			puhjeta			Intransitive	—	HEAD:Noun + Case:Elative			Autosta puhkesi rengas.						
					*CONCEPTS*													
	778			puhua		KOMMUNIKAATIO	Transitive	HEAD:Noun + Case:Partitive				Puhutte suomea hyvin.						
					*CONCEPTS*													
	779			puhua			Intransitive	—	HEAD:Noun + Case:Elative			Puhumme säästä.						
					*CONCEPTS*													
	780			puhua		KOMMUNIKAATIO	Intransitive	—	HEAD:Noun + Case:Elative	HEAD:Noun + Case:Allative		Puhuin jo asiasta Liisalle.						
					*CONCEPTS*					Syntax-allatiivi-kommunikaatio								
	781			punastua			Intransitive	—	HEAD:Noun + Case:Elative			Hän punastui häpeästä.						
					*CONCEPTS*													
	782			puoltaa			Transitive	HEAD:Noun + Case:Partitive				Puollan opiskelijan apuraha-anomusta.						
					*CONCEPTS*													
	783			puolustaa			Transitive	HEAD:Noun + Case:Partitive				Puolustamme häntä.						
					*CONCEPTS*													
	784			puolustaa			Transitive	HEAD:Noun + Case:Partitive	HEAD:PostPosition + Base:vastaan + Gov_Case:Partitive			He puolustivat isänmaataan vihollista vastaan.						
					*CONCEPTS*													
	785			puolustautua			Intransitive	—	HEAD:PostPosition + Base:vastaan + Gov_Case:Partitive			He puolustautuivat hyökkääjiä vastaan.						
					*CONCEPTS*													
	786			puolustella			Transitive	HEAD:Noun + Case:Partitive				Hän puolusteli tekemisiään.	Yritän puolustella itseäni.					
					*CONCEPTS*													
	787			puolustella		KEINO/VÄLINE 	Transitive	HEAD:Noun + Case:Partitive	HEAD:Noun + Case:Adessive			Hän puolusteli myöhästymistään työkiireillä.						
					*CONCEPTS*				Syntax-adessiivi-keino-väline									
				purkaa			Transitive	HEAD:Noun + Case:Objective				Purimme lastia iltaan asti // He purkivat lastin hetkessä						
					*CONCEPTS*													
	788			purra			Transitive	HEAD:Noun + Case:Partitive				Käärme puri häntä.						
					*CONCEPTS*													
	789			purra			Transitive	HEAD:Noun + Case:Partitive	HEAD:Noun + Case:Illative			Koira puri miestä käteen.	Mihin koira puri, käteenkö?					
					*CONCEPTS*													
	790			puuttua		LÄHDE	Intransitive	—	HEAD:Noun + Case:Elative / HEAD:Noun + Case:Ablative			Takista puuttuu nappi.	Minulta puuttuu rahaa.					
					*CONCEPTS*				Syntax-ablatiivi-lähde									
	791			puuttua			Intransitive	—	HEAD:Noun + Case:Illative			Hän puuttuu joka asiaan.				(= sekaantuu)		
					*CONCEPTS*													
	794			pyrkiä			Intransitive	—	HEAD:Noun + Case:Illative / HEAD:Noun + Case:Allative			Oppilas pyrki parempiin tuloksiin. // Eläimet pyrkivät paremmille apajille.						
					*CONCEPTS*													
	795			pyrkiä			Intransitive	—	POS:Verb + INF_FORM:Inf-Ma + Case:Illative			Hän pyrkii opiskelemaan lääketiedettä.						
					*CONCEPTS*													
	802			pystyttää			Transitive	HEAD:Noun + Case:Objective	HEAD:Noun + Case:Illative / HEAD:Noun + Case:Allative			Yritys pystytti toimiston Tukholmaan.						
					*CONCEPTS*													
	800	3.5		pystyä			Intransitive	—	POS:Verb + INF_FORM:Inf-Ma + Case:Illative			Pystytkö nostamaan tämän laatikon ylähyllylle?  //  En pysty tanssimaan.						
					*CONCEPTS*													
